id,file,line_span,language,exact_comment_text,required_change_type
51,"apps/api/src/app.module.ts",7,ts,"// Configuration",remove_dead_code
52,"apps/api/src/app.module.ts",11,ts,"// Database",remove_dead_code
53,"apps/api/src/app.module.ts",14,ts,"// Core modules",remove_dead_code
54,"apps/api/src/app.module.ts",31,ts,"// New Phase 1-3 modules",remove_dead_code
55,"apps/api/src/app.module.ts",41,ts,"// Health check",remove_dead_code
56,"apps/api/src/app.module.ts",46,ts,"// Configuration",remove_dead_code
57,"apps/api/src/app.module.ts",54,ts,"// Rate limiting",remove_dead_code
58,"apps/api/src/app.module.ts",77,ts,"// Background jobs",remove_dead_code
59,"apps/api/src/app.module.ts",78,ts,"// ISSUE: Redis may not be configured or available in development",bugfix
60,"apps/api/src/app.module.ts",79,ts,"// FIX: Add Redis connectivity check and graceful fallback or make optional",bugfix
61,"apps/api/src/app.module.ts",92,ts,"// Event system",remove_dead_code
62,"apps/api/src/app.module.ts",103,ts,"// Database",remove_dead_code
63,"apps/api/src/app.module.ts",106,ts,"// Core modules",remove_dead_code
64,"apps/api/src/app.module.ts",123,ts,"// New Phase 1-3 modules",remove_dead_code
65,"apps/api/src/app.module.ts",133,ts,"// Health check",remove_dead_code
66,"apps/api/src/common/guards/jwt-auth.guard.ts",13,ts,"// Check if route is marked as public",remove_dead_code
67,"apps/api/src/common/guards/jwt-auth.guard.ts",27,ts,"// You can throw an exception based on either ""info"" or ""err"" arguments",remove_dead_code
68,"apps/api/src/common/guards/roles.guard.ts",28,ts,"// Get user roles from user object or database",remove_dead_code
69,"apps/api/src/common/guards/roles.guard.ts",29,ts,"// For now, we'll use a simple role determination based on user properties",remove_dead_code
70,"apps/api/src/common/guards/roles.guard.ts",44,ts,"// Add logic to determine user roles",remove_dead_code
71,"apps/api/src/common/guards/roles.guard.ts",45,ts,"// This is a simplified example",remove_dead_code
72,"apps/api/src/common/interceptors/request-logging.interceptor.ts",26,ts,"// Log incoming request",remove_dead_code
73,"apps/api/src/common/interceptors/request-logging.interceptor.ts",37,ts,"// Log successful response",remove_dead_code
74,"apps/api/src/common/interceptors/request-logging.interceptor.ts",43,ts,"// Track performance metrics",remove_dead_code
75,"apps/api/src/common/interceptors/request-logging.interceptor.ts",55,ts,"// Log error response",remove_dead_code
76,"apps/api/src/common/middleware/request-id.middleware.ts",12,ts,"// Check if request ID is already set (from load balancer or proxy)",remove_dead_code
77,"apps/api/src/common/middleware/request-id.middleware.ts",15,ts,"// Generate new ID if not present",remove_dead_code
78,"apps/api/src/common/middleware/request-id.middleware.ts",18,ts,"// Set request ID on request object",remove_dead_code
79,"apps/api/src/common/middleware/request-id.middleware.ts",21,ts,"// Set response header for tracing",remove_dead_code
80,"apps/api/src/common/middleware/request-id.middleware.ts",24,ts,"// Add to response locals for access in other middleware/controllers",remove_dead_code
81,"apps/api/src/config/configuration.ts",4,ts,"// Database",remove_dead_code
82,"apps/api/src/config/configuration.ts",10,ts,"// Redis",remove_dead_code
83,"apps/api/src/config/configuration.ts",18,ts,"// JWT",remove_dead_code
84,"apps/api/src/config/configuration.ts",20,ts,"// ISSUE: Hardcoded development secret as fallback - security risk in production",bugfix
85,"apps/api/src/config/configuration.ts",21,ts,"// FIX: Throw error if JWT_SECRET not provided in production environment",bugfix
86,"apps/api/src/config/configuration.ts",24,ts,"// ISSUE: Hardcoded development refresh secret as fallback - security risk",bugfix
87,"apps/api/src/config/configuration.ts",25,ts,"// FIX: Throw error if JWT_REFRESH_SECRET not provided in production",bugfix
88,"apps/api/src/config/configuration.ts",30,ts,"// Encryption",remove_dead_code
89,"apps/api/src/config/configuration.ts",32,ts,"// ISSUE: No fallback for ENCRYPTION_KEY - will be undefined if not set",bugfix
90,"apps/api/src/config/configuration.ts",33,ts,"// FIX: Generate random key in development, require in production",bugfix
91,"apps/api/src/config/configuration.ts",38,ts,"// CORS",remove_dead_code
92,"apps/api/src/config/configuration.ts",44,ts,"// Rate limiting",remove_dead_code
93,"apps/api/src/config/configuration.ts",51,ts,"// File storage",remove_dead_code
94,"apps/api/src/config/configuration.ts",71,ts,"// Email",remove_dead_code
95,"apps/api/src/config/configuration.ts",95,ts,"// Search",remove_dead_code
96,"apps/api/src/config/configuration.ts",106,ts,"// LLM Providers",remove_dead_code
97,"apps/api/src/config/configuration.ts",128,ts,"// Analytics",remove_dead_code
98,"apps/api/src/config/configuration.ts",140,ts,"// Monitoring",remove_dead_code
99,"apps/api/src/config/configuration.ts",152,ts,"// Feature flags",remove_dead_code
100,"apps/api/src/config/validation.ts",9,ts,"// Database",remove_dead_code
101,"apps/api/src/config/validation.ts",12,ts,"// Redis",remove_dead_code
102,"apps/api/src/config/validation.ts",18,ts,"// JWT",remove_dead_code
103,"apps/api/src/config/validation.ts",24,ts,"// Encryption",remove_dead_code
104,"apps/api/src/config/validation.ts",27,ts,"// CORS",remove_dead_code
105,"apps/api/src/config/validation.ts",30,ts,"// Rate limiting",remove_dead_code
106,"apps/api/src/config/validation.ts",35,ts,"// Storage",remove_dead_code
107,"apps/api/src/config/validation.ts",71,ts,"// Email",remove_dead_code
108,"apps/api/src/config/validation.ts",105,ts,"// Search",remove_dead_code
109,"apps/api/src/config/validation.ts",111,ts,"// LLM Providers (at least one required)",remove_dead_code
110,"apps/api/src/config/validation.ts",121,ts,"// Analytics",remove_dead_code
111,"apps/api/src/config/validation.ts",127,ts,"// Monitoring",remove_dead_code
112,"apps/api/src/config/validation.ts",132,ts,"// Feature flags",remove_dead_code
113,"apps/api/src/config/validation.ts",139,ts,"// Ensure at least one LLM provider is configured",remove_dead_code
114,"apps/api/src/database/prisma.service.ts",38,ts,"// Log query events in development",remove_dead_code
115,"apps/api/src/database/prisma.service.ts",79,ts,"// Utility methods for common operations",remove_dead_code
116,"apps/api/src/database/prisma.service.ts",107,ts,"// Transaction helper",remove_dead_code
117,"apps/api/src/health/health.controller.ts",47,ts,"// Check database connectivity",remove_dead_code
118,"apps/api/src/health/health.controller.ts",55,ts,"// Check Redis connectivity",remove_dead_code
119,"apps/api/src/health/health.controller.ts",65,ts,"// Check storage (filesystem write test)",test
120,"apps/api/src/main.ts",19,ts,"// Security middlewares",remove_dead_code
121,"apps/api/src/main.ts",25,ts,"// Request ID middleware",remove_dead_code
122,"apps/api/src/main.ts",28,ts,"// Global request logging interceptor",remove_dead_code
123,"apps/api/src/main.ts",31,ts,"// Global validation pipe",remove_dead_code
124,"apps/api/src/main.ts",41,ts,"// CORS configuration",remove_dead_code
125,"apps/api/src/main.ts",47,ts,"// API prefix",remove_dead_code
126,"apps/api/src/main.ts",50,ts,"// Swagger documentation",remove_dead_code
127,"apps/api/src/modules/ab-testing/ab-testing.service.ts",23,ts,"// Validate variants sum to 100%",remove_dead_code
128,"apps/api/src/modules/ab-testing/ab-testing.service.ts",29,ts,"// ISSUE: Models 'promptExperiment' and 'promptVariant' do not exist in Prisma schema",bugfix
129,"apps/api/src/modules/ab-testing/ab-testing.service.ts",30,ts,"// FIX: Create PromptExperiment and PromptVariant models for A/B testing system",bugfix
130,"apps/api/src/modules/ab-testing/ab-testing.service.ts",88,ts,"// Use consistent hashing for user assignment",remove_dead_code
131,"apps/api/src/modules/ab-testing/ab-testing.service.ts",96,ts,"// Record impression",remove_dead_code
132,"apps/api/src/modules/ab-testing/ab-testing.service.ts",102,ts,"// Fallback to first variant",remove_dead_code
133,"apps/api/src/modules/ab-testing/ab-testing.service.ts",134,ts,"// Record the conversion",remove_dead_code
134,"apps/api/src/modules/ab-testing/ab-testing.service.ts",136,ts,"// Update variant stats",remove_dead_code
135,"apps/api/src/modules/ab-testing/ab-testing.service.ts",145,ts,"// Record experiment result",remove_dead_code
136,"apps/api/src/modules/ab-testing/ab-testing.service.ts",146,ts,"// ISSUE: Model 'promptExperimentResult' does not exist in Prisma schema",bugfix
137,"apps/api/src/modules/ab-testing/ab-testing.service.ts",147,ts,"// FIX: Create PromptExperimentResult model for tracking experiment outcomes",bugfix
138,"apps/api/src/modules/ab-testing/ab-testing.service.ts",159,ts,"// Check for statistical significance",remove_dead_code
139,"apps/api/src/modules/ab-testing/ab-testing.service.ts",175,ts,"// Check if we have enough data",remove_dead_code
140,"apps/api/src/modules/ab-testing/ab-testing.service.ts",181,ts,"// Perform statistical analysis",remove_dead_code
141,"apps/api/src/modules/ab-testing/ab-testing.service.ts",194,ts,"// For simplicity, comparing first two variants with Z-test for proportions",test
142,"apps/api/src/modules/ab-testing/ab-testing.service.ts",203,ts,"// Pooled proportion",remove_dead_code
143,"apps/api/src/modules/ab-testing/ab-testing.service.ts",206,ts,"// Standard error",remove_dead_code
144,"apps/api/src/modules/ab-testing/ab-testing.service.ts",209,ts,"// Z-score",remove_dead_code
145,"apps/api/src/modules/ab-testing/ab-testing.service.ts",212,ts,"// P-value (two-tailed)",remove_dead_code
146,"apps/api/src/modules/ab-testing/ab-testing.service.ts",215,ts,"// Effect size (lift)",remove_dead_code
147,"apps/api/src/modules/ab-testing/ab-testing.service.ts",218,ts,"// Confidence interval for difference",remove_dead_code
148,"apps/api/src/modules/ab-testing/ab-testing.service.ts",239,ts,"// Approximation of normal CDF",remove_dead_code
149,"apps/api/src/modules/ab-testing/ab-testing.service.ts",244,ts,"// Approximation of error function",remove_dead_code
150,"apps/api/src/modules/ab-testing/ab-testing.service.ts",262,ts,"// Beasley-Springer-Moro algorithm for normal inverse",remove_dead_code
151,"apps/api/src/modules/ab-testing/ab-testing.service.ts",272,ts,"// Tail region",remove_dead_code
152,"apps/api/src/modules/ab-testing/ab-testing.service.ts",278,ts,"// Central region",remove_dead_code
153,"apps/api/src/modules/ab-testing/ab-testing.service.ts",299,ts,"// ISSUE: TODO comment - notification system not implemented",implement_feature
154,"apps/api/src/modules/ab-testing/ab-testing.service.ts",300,ts,"// FIX: Integrate with NotificationService to send experiment completion notifications",bugfix
155,"apps/api/src/modules/ab-testing/ab-testing.service.ts",332,ts,"// Calculate statistics",remove_dead_code
156,"apps/api/src/modules/ab-testing/ab-testing.service.ts",383,ts,"// Wilson score interval",remove_dead_code
157,"apps/api/src/modules/analytics/analytics.service.ts",20,ts,"// Cache for frequently accessed metrics",remove_dead_code
158,"apps/api/src/modules/analytics/analytics.service.ts",437,ts,"// Emit event for real-time processing",remove_dead_code
159,"apps/api/src/modules/analytics/analytics.service.ts",466,ts,"// Scheduled tasks for data aggregation",remove_dead_code
160,"apps/api/src/modules/analytics/analytics.service.ts",470,ts,"// Clear realtime cache to force refresh",remove_dead_code
161,"apps/api/src/modules/analytics/analytics.service.ts",473,ts,"// Pre-warm frequently accessed metrics",remove_dead_code
162,"apps/api/src/modules/analytics/analytics.service.ts",488,ts,"// Aggregate key metrics for the past hour",remove_dead_code
163,"apps/api/src/modules/analytics/analytics.service.ts",505,ts,"// Aggregate daily metrics",remove_dead_code
164,"apps/api/src/modules/analytics/analytics.service.ts",510,ts,"// Clean up old raw events",remove_dead_code
165,"apps/api/src/modules/analytics/analytics.service.ts",519,ts,"// Private helper methods",remove_dead_code
166,"apps/api/src/modules/analytics/analytics.service.ts",538,ts,"// Default to 30 days",remove_dead_code
167,"apps/api/src/modules/analytics/analytics.service.ts",573,ts,"// User analytics helper methods",remove_dead_code
168,"apps/api/src/modules/analytics/analytics.service.ts",575,ts,"// ISSUE: Unused parameters 'startDate' and 'endDate' - may indicate incomplete filtering logic",bugfix
169,"apps/api/src/modules/analytics/analytics.service.ts",576,ts,"// FIX: Either implement date-based filtering or remove unused parameters",bugfix
170,"apps/api/src/modules/analytics/analytics.service.ts",587,ts,"// ISSUE: 'user' is possibly null from findUnique query",bugfix
171,"apps/api/src/modules/analytics/analytics.service.ts",588,ts,"// FIX: Add null check before this line or use non-null assertion",bugfix
172,"apps/api/src/modules/analytics/analytics.service.ts",594,ts,"// ISSUE: Multiple 'user' possibly null errors throughout return object",bugfix
173,"apps/api/src/modules/analytics/analytics.service.ts",595,ts,"// FIX: Add null check at method start or use non-null assertion operator",bugfix
174,"apps/api/src/modules/analytics/analytics.service.ts",733,ts,"// Calculate learning streak",remove_dead_code
175,"apps/api/src/modules/analytics/analytics.service.ts",783,ts,"// Group by day for daily breakdown",remove_dead_code
176,"apps/api/src/modules/analytics/analytics.service.ts",844,ts,"// Calculate improvements from assessments",remove_dead_code
177,"apps/api/src/modules/analytics/analytics.service.ts",875,ts,"// Calculate trends based on previous period comparison",remove_dead_code
178,"apps/api/src/modules/analytics/analytics.service.ts",894,ts,"// Additional helper methods for platform analytics would go here...",remove_dead_code
179,"apps/api/src/modules/analytics/analytics.service.ts",895,ts,"// Due to length constraints, I'm showing the pattern with user analytics",remove_dead_code
180,"apps/api/src/modules/analytics/analytics.service.ts",896,ts,"// The full implementation would include all the methods referenced above",remove_dead_code
181,"apps/api/src/modules/analytics/analytics.service.ts",922,ts,"// More implementation methods would continue...",remove_dead_code
182,"apps/api/src/modules/analytics/analytics.service.ts",923,ts,"// This demonstrates the comprehensive analytics service structure",remove_dead_code
183,"apps/api/src/modules/analytics/analytics.service.ts",931,ts,"// Implementation for calculating learning streak",remove_dead_code
184,"apps/api/src/modules/analytics/analytics.service.ts",979,ts,"// Calculate skill improvements from assessments",remove_dead_code
185,"apps/api/src/modules/analytics/analytics.service.ts",1085,ts,"// Placeholder methods for missing implementations",replace_mock
186,"apps/api/src/modules/analytics/analytics.service.ts",1087,ts,"// ISSUE: Stubbed method returning empty object - unused parameters",bugfix
187,"apps/api/src/modules/analytics/analytics.service.ts",1088,ts,"// FIX: Query prisma for prompts/templates/challenges within date range",bugfix
188,"apps/api/src/modules/analytics/analytics.service.ts",1093,ts,"// ISSUE: Stubbed method returning empty object - unused parameters",bugfix
189,"apps/api/src/modules/analytics/analytics.service.ts",1094,ts,"// FIX: Query likes, comments, shares, sessions within date range",bugfix
190,"apps/api/src/modules/analytics/analytics.service.ts",1099,ts,"// ISSUE: Stubbed method returning empty object - unused parameters",bugfix
191,"apps/api/src/modules/analytics/analytics.service.ts",1100,ts,"// FIX: Query learning paths, enrollments, completions within date range",bugfix
192,"apps/api/src/modules/analytics/analytics.service.ts",1105,ts,"// ISSUE: Stubbed method returning empty object - unused parameters",bugfix
193,"apps/api/src/modules/analytics/analytics.service.ts",1106,ts,"// FIX: Query transactions, subscriptions, revenue within date range",bugfix
194,"apps/api/src/modules/analytics/analytics.service.ts",1111,ts,"// ISSUE: Stubbed method returning empty object - unused parameters",bugfix
195,"apps/api/src/modules/analytics/analytics.service.ts",1112,ts,"// FIX: Query performance events, response times, error rates within date range",bugfix
196,"apps/api/src/modules/analytics/analytics.service.ts",1117,ts,"// ISSUE: Stubbed method returning empty object - unused parameters",bugfix
197,"apps/api/src/modules/analytics/analytics.service.ts",1118,ts,"// FIX: Calculate user retention, churn, cohort analysis using date range",bugfix
198,"apps/api/src/modules/analytics/analytics.service.ts",1123,ts,"// Implementation would perform cohort analysis",remove_dead_code
199,"apps/api/src/modules/analytics/analytics.service.ts",1128,ts,"// Implementation would calculate platform trends",remove_dead_code
200,"apps/api/src/modules/analytics/analytics.service.ts",1132,ts,"// Additional placeholder methods for completeness",replace_mock
201,"apps/api/src/modules/analytics/analytics.service.ts",1152,ts,"// Missing method stubs for compilation",remove_dead_code
202,"apps/api/src/modules/analytics/analytics.service.ts",1547,ts,"// ISSUE: Hardcoded fallback uptime of 99.9% when metrics unavailable",bugfix
203,"apps/api/src/modules/analytics/analytics.service.ts",1548,ts,"// FIX: Use actual system monitoring data or throw error if unavailable",bugfix
204,"apps/api/src/modules/analytics/analytics.service.ts",1565,ts,"// ISSUE: Hardcoded influence scoring weights and thresholds",bugfix
205,"apps/api/src/modules/analytics/analytics.service.ts",1566,ts,"// ISSUE: Magic numbers: followers/100, content/50, points/10000",bugfix
206,"apps/api/src/modules/analytics/analytics.service.ts",1567,ts,"// FIX: Move scoring algorithm to configuration or separate scoring service",bugfix
207,"apps/api/src/modules/analytics/analytics.service.ts",1574,ts,"// ISSUE: Hardcoded points threshold of 10000",bugfix
208,"apps/api/src/modules/analytics/analytics.service.ts",1575,ts,"// FIX: Make configurable or calculate dynamically from user distribution",bugfix
209,"apps/api/src/modules/analytics/interfaces.ts",1,ts,"// Analytics interfaces - stub implementations for compilation",remove_dead_code
210,"apps/api/src/modules/analytics/interfaces.ts",127,ts,"// ISSUE: Interface missing 'timeframe' property causing TS2353 error",bugfix
211,"apps/api/src/modules/analytics/interfaces.ts",128,ts,"// FIX: Add timeframe property to match usage in analytics.service.ts",bugfix
212,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",14,ts,"// Extract relevant information from the request",remove_dead_code
213,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",26,ts,"// Only record metrics for successful prompt operations",remove_dead_code
214,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",32,ts,"// Record error metrics",remove_dead_code
215,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",54,ts,"// Only record for requests that include LLM interactions",remove_dead_code
216,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",74,ts,"// Extract metrics from response",remove_dead_code
217,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",212,ts,"// Helper methods",remove_dead_code
218,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",273,ts,"// Simple complexity calculation based on length and structure",remove_dead_code
219,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",284,ts,"// Check for complex patterns",remove_dead_code
220,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",293,ts,"// Check for JSON/structured output",remove_dead_code
221,"apps/api/src/modules/analytics/performance-metrics.interceptor.ts",296,ts,"// Check for multiple tasks",remove_dead_code
222,"apps/api/src/modules/analytics/performance-monitor.controller.ts",201,ts,"// Implementation would mark alert as resolved",remove_dead_code
223,"apps/api/src/modules/analytics/performance-monitor.controller.ts",214,ts,"// Return insights about token waste patterns",remove_dead_code
224,"apps/api/src/modules/analytics/performance-monitor.controller.ts",239,ts,"// Return patterns in quality metrics",remove_dead_code
225,"apps/api/src/modules/analytics/performance-monitor.controller.ts",304,ts,"// Generate executive summary report",remove_dead_code
226,"apps/api/src/modules/analytics/performance-monitor.controller.ts",347,ts,"// Return industry benchmark data",remove_dead_code
227,"apps/api/src/modules/analytics/performance-monitor.controller.ts",407,ts,"// Store human feedback for quality improvement",remove_dead_code
228,"apps/api/src/modules/analytics/performance-monitor.controller.ts",434,ts,"// Private helper methods",remove_dead_code
229,"apps/api/src/modules/analytics/performance-monitor.controller.ts",437,ts,"// Calculate optimization score based on token efficiency and cost",remove_dead_code
230,"apps/api/src/modules/analytics/performance-monitor.controller.ts",441,ts,"// Normalize and combine scores",remove_dead_code
231,"apps/api/src/modules/analytics/performance-monitor.controller.ts",462,ts,"// Simple complexity calculation based on length and context",remove_dead_code
232,"apps/api/src/modules/analytics/performance-monitor.service.ts",13,ts,"// Token Efficiency Metrics",remove_dead_code
233,"apps/api/src/modules/analytics/performance-monitor.service.ts",23,ts,"// Response Quality Metrics",remove_dead_code
234,"apps/api/src/modules/analytics/performance-monitor.service.ts",33,ts,"// Performance Metrics",remove_dead_code
235,"apps/api/src/modules/analytics/performance-monitor.service.ts",42,ts,"// Cost Metrics",remove_dead_code
236,"apps/api/src/modules/analytics/performance-monitor.service.ts",51,ts,"// Model Metrics",remove_dead_code
237,"apps/api/src/modules/analytics/performance-monitor.service.ts",60,ts,"// Context Metrics",remove_dead_code
238,"apps/api/src/modules/analytics/performance-monitor.service.ts",123,ts,"// Store metrics in database",remove_dead_code
239,"apps/api/src/modules/analytics/performance-monitor.service.ts",138,ts,"// Real-time broadcasting",remove_dead_code
240,"apps/api/src/modules/analytics/performance-monitor.service.ts",144,ts,"// Check for alerts",remove_dead_code
241,"apps/api/src/modules/analytics/performance-monitor.service.ts",147,ts,"// Generate optimization suggestions",remove_dead_code
242,"apps/api/src/modules/analytics/performance-monitor.service.ts",261,ts,"// Time series data for charts",remove_dead_code
243,"apps/api/src/modules/analytics/performance-monitor.service.ts",270,ts,"// Efficiency distribution",remove_dead_code
244,"apps/api/src/modules/analytics/performance-monitor.service.ts",273,ts,"// Top inefficient prompts",remove_dead_code
245,"apps/api/src/modules/analytics/performance-monitor.service.ts",312,ts,"// Quality breakdown by dimensions",remove_dead_code
246,"apps/api/src/modules/analytics/performance-monitor.service.ts",320,ts,"// Quality trends over time",remove_dead_code
247,"apps/api/src/modules/analytics/performance-monitor.service.ts",331,ts,"// Quality by model",remove_dead_code
248,"apps/api/src/modules/analytics/performance-monitor.service.ts",340,ts,"// Low quality alerts",remove_dead_code
249,"apps/api/src/modules/analytics/performance-monitor.service.ts",372,ts,"// Cost breakdown by model",remove_dead_code
250,"apps/api/src/modules/analytics/performance-monitor.service.ts",382,ts,"// Cost trends",remove_dead_code
251,"apps/api/src/modules/analytics/performance-monitor.service.ts",391,ts,"// Most expensive prompts",remove_dead_code
252,"apps/api/src/modules/analytics/performance-monitor.service.ts",403,ts,"// Cost optimization opportunities",remove_dead_code
253,"apps/api/src/modules/analytics/performance-monitor.service.ts",436,ts,"// Performance by model",remove_dead_code
254,"apps/api/src/modules/analytics/performance-monitor.service.ts",446,ts,"// Performance trends",remove_dead_code
255,"apps/api/src/modules/analytics/performance-monitor.service.ts",501,ts,"// Token optimization",remove_dead_code
256,"apps/api/src/modules/analytics/performance-monitor.service.ts",522,ts,"// Model switching recommendation",remove_dead_code
257,"apps/api/src/modules/analytics/performance-monitor.service.ts",541,ts,"// Prompt improvement",remove_dead_code
258,"apps/api/src/modules/analytics/performance-monitor.service.ts",561,ts,"// Caching opportunity",remove_dead_code
259,"apps/api/src/modules/analytics/performance-monitor.service.ts",587,ts,"// Cost spike alert",remove_dead_code
260,"apps/api/src/modules/analytics/performance-monitor.service.ts",602,ts,"// Quality drop alert",remove_dead_code
261,"apps/api/src/modules/analytics/performance-monitor.service.ts",617,ts,"// Performance degradation alert",remove_dead_code
262,"apps/api/src/modules/analytics/performance-monitor.service.ts",632,ts,"// Error rate alert",remove_dead_code
263,"apps/api/src/modules/analytics/performance-monitor.service.ts",647,ts,"// Store and broadcast alerts",remove_dead_code
264,"apps/api/src/modules/analytics/performance-monitor.service.ts",672,ts,"// Aggregate metrics for all active tenants",remove_dead_code
265,"apps/api/src/modules/analytics/performance-monitor.service.ts",678,ts,"// Broadcast to connected clients",remove_dead_code
266,"apps/api/src/modules/analytics/performance-monitor.service.ts",699,ts,"// Helper methods",remove_dead_code
267,"apps/api/src/modules/analytics/performance-monitor.service.ts",807,ts,"// Weighted scoring: quality (40%), cost efficiency (30%), speed (20%), token efficiency (10%)",remove_dead_code
268,"apps/api/src/modules/analytics/performance-monitor.service.ts",815,ts,"// Remove sensitive information before broadcasting",remove_dead_code
269,"apps/api/src/modules/analytics/performance-monitor.service.ts",823,ts,"// Remove exact costs, keep ratios",remove_dead_code
270,"apps/api/src/modules/analytics/performance-monitor.service.ts",856,ts,"// Simple pattern detection - in production, this would be more sophisticated",remove_dead_code
271,"apps/api/src/modules/analytics/performance-monitor.service.ts",974,ts,"// Analyze recent metrics for optimization opportunities",remove_dead_code
272,"apps/api/src/modules/analytics/performance-monitor.service.ts",980,ts,"// Token efficiency suggestions",remove_dead_code
273,"apps/api/src/modules/analytics/performance-monitor.service.ts",1001,ts,"// Cost optimization suggestions",remove_dead_code
274,"apps/api/src/modules/analytics/performance-monitor.service.ts",1020,ts,"// Quality improvement suggestions",remove_dead_code
275,"apps/api/src/modules/analytics/performance-monitor.service.ts",1040,ts,"// Performance suggestions",remove_dead_code
